RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12
220,Lake,Illinois,63,,,,,,,,,,,,,,,,,185700,189600,195900,199500,208700,213600,238800,249100,244700,214700,189700,185500,187500,203500,201200,210600,201200,205600,206300,201800,194600,184300,185300,192200,1.94E+05,197600,192100,1.88E+05,1.80E+05,180900,174600,177900,1.68E+05,162800,151700,1.62E+05,176900,1.81E+05,177400,165600,169700,180600,181400,191800,177500,183400,172400,173600,185800,199200,211400,206900,200400,201200,204700,208800,208100,205100,204600,204400,207900,227100,229500,228800,210400,2.10E+05,210300,2.18E+05,217700,219400,214100,2.19E+05,221300,2.24E+05,222700,220500,224100,221500,224600,220600,223700,221500,221300,220600,219200,215700,208600,2.07E+05,216600,228800,238400,252800,257600,250900,235100,229400,230600,227900,218600,226600,234500,
984,Dekalb,Georgia,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68100,62100,67200,67900,7.50E+04,7.30E+04,72600,69900,70700,69800,71700,73200,75700,78400,85400,9.30E+04,100800,103700,103600,1.04E+05,105300,1.11E+05,115400,125200,127900,127200,119600,117500,116700,1.16E+05,114900,115900,112700,112700,114900,125900,130700,130400,133300,139200,148500,150400,155200,155700,158700,161100,164700,164200,162100,160600,160800,160600,168200,172800,1.77E+05,172700,1.71E+05,167100,162500,1.59E+05,158800,167300,186800,197600,206100,200200,205800,206800,218100,213600,206800,187900,183300,1.79E+05,186600,
135,Cobb,Georgia,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116400,116500,114500,116100,113100,113900,117300,122900,126800,130600,131900,133700,135300,140500,149200,154700,158600,158500,160600,161700,165900,172200,178400,180300,178300,176300,175400,176700,177800,1.78E+05,177200,178400,181100,185200,187500,188500,189100,191600,192900,193500,1.92E+05,194400,195700,202200,202100,202800,197100,197700,198500,199400,201400,204400,208300,208600,2.09E+05,208800,207400,2.05E+05,204500,204400,203700,2.11E+05,213200,220800,219600,226300,226700,224500,221800,215200,215100,216300,225900,234600,
3134,San Joaquin,California,66,,,,,,,,,,,,,,,,,,,1.51E+05,151200,157700,160900,164800,164700,163500,161800,161200,158700,158600,155300,155800,155400,157200,157500,157300,160200,158500,154700,147700,147900,148400,149800,149300,146300,145700,142700,148100,153400,155600,156400,150900,152200,152100,154900,159300,164800,174400,179700,178700,1.75E+05,178500,183900,191600,193100,201500,203500,210900,213100,219600,224200,230700,234600,235900,235600,2.36E+05,240500,242500,244600,244800,248200,249300,250800,248100,257300,2.58E+05,262300,255200,261800,2.63E+05,271200,2.69E+05,267900,266300,266500,275700,2.90E+05,293500,294100,287200,287600,288100,288900,293200,297300,301200,304900,305600,316100,316400,323300,3.19E+05,324100,324500,324900,323900,320500,330300,334300
330,Will,Illinois,67,230400,230900,222900,212200,2.03E+05,203100,205800,209400,209300,207900,203700,202400,197400,195100,187700,183900,180200,179100,180600,180400,180800,178700,178100,1.80E+05,180900,184300,178100,178200,1.75E+05,180300,1.80E+05,177900,180100,180300,187100,183600,182300,173900,166600,163300,165300,163400,1.59E+05,154700,154700,154100,152200,151400,153300,155600,156600,159700,162600,166400,163300,160200,158500,164600,169300,172700,172900,173800,174800,176300,178500,179400,181300,178600,180800,1.79E+05,181100,180700,1.82E+05,179700,1.78E+05,176700,181200,182700,184100,182100,180200,182200,182600,189500,1.86E+05,185500,184300,185400,183500,183500,185200,191800,190600,190600,188200,1.88E+05,1.92E+05,195800,206500,207300,203200,193200,189200,189800,191500,191700,196100,198800,204500,2.08E+05,211300,210900,205500,202200,197200,197200,194600,194800
1948,Norfolk,Massachusetts,68,369800,3.65E+05,353200,341600,3.43E+05,340300,340300,345500,348600,340700,325700,326100,324300,326300,318300,323500,328200,335800,342100,345500,345400,343300,347300,353500,355900,350500,343200,348100,358500,361300,366300,355100,360300,346300,346100,345300,345300,348900,343500,345600,356500,363200,368400,353100,343900,335700,333200,333500,331500,338300,339400,348300,345400,355700,351800,354700,348400,350400,350700,349700,349600,352700,358100,364900,366400,367900,370600,373400,378100,381300,386800,389200,388800,387900,382900,383700,385700,3.90E+05,388800,381400,379400,378900,381400,389200,390100,397900,392200,389200,387500,390700,395400,399900,4.02E+05,401300,402100,3.98E+05,401500,399500,407600,409100,414900,411900,410700,409500,409900,410700,410100,4.18E+05,4.23E+05,432300,434700,441400,441600,440500,445500,446100,454100,
988,Denton,Texas,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203600,207200,214800,215700,216600,210600,212100,206500,207400,207300,2.12E+05,212100,213200,213700,212500,212600,212900,213100,213900,216900,228700,234300,237100,231300,229700,228200,231800,234400,238700,237800,242600,242100,244400,241500,243400,239900,241800,244400,250900,252100,2.52E+05,254700,257300,257900,258200,258300,261200,2.60E+05,262400,262500,270300,280800,292800,300300,297100,
2889,Bernalillo,New Mexico,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179100,178400,179900,1.81E+05,181600,181300,179600,180400,183700,185800,184400,180700,181400,181900,183400,183700,181100,181800,181100,184600,184500,186100,186100,187400,187900,190700,189500,188900,186100,186600,187300,1.87E+05,186300,184300,1.86E+05,1.88E+05,1.90E+05,190300,187500,188300,192700,1.95E+05,196400,196200,201900,203100,2.02E+05,200500,201400,198900,196900,194900,198600,198900,202100,
2732,Jefferson,Alabama,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129600,123300,109400,103800,104500,108900,111800,1.11E+05,1.04E+05,102600,107100,105200,105900,105300,1.04E+05,110700,118300,127600,122600,115300,108100,109200,109500,113300,109400,108200,99800,102900,106500,115300,120300,121600,128600,126200,118200,114800,122800,132300,132300,128900,129500,127400,124500,1.26E+05,125900,127600,125300,129500,131200,135200,134100,133700,132800,131700,129700,127900,130500,127600,130100,135100,145700,154800,150600,146300,138500,139500,140200,148400,148900,
2441,Monmouth,New Jersey,72,385200,374600,3.66E+05,360800,3.67E+05,3.61E+05,355600,346200,347900,345200,348100,3.50E+05,357600,350900,337200,3.27E+05,324700,329900,331600,336200,334300,328300,338200,346600,353900,343500,3.39E+05,338600,342300,346700,346400,343600,330100,326100,321400,322500,332600,334700,3.33E+05,322300,3.23E+05,337100,342400,336400,3.28E+05,319400,317700,320800,325800,336900,333700,333600,328400,328700,323400,320400,325200,328600,332800,3.22E+05,320400,317900,324800,333700,340900,3.49E+05,348300,352300,349800,352200,349500,3.51E+05,338500,344400,341300,349300,346900,347100,349900,347500,351600,356100,359600,360700,357900,3.61E+05,356600,354300,352300,355700,3.62E+05,355900,3.53E+05,344400,347700,349600,358300,350200,354400,3.53E+05,358200,349500,344600,353300,355900,361200,359500,380300,383700,370200,354200,352100,364900,,,,,
2243,Davidson,Tennessee,73,148500,145600,1.44E+05,145400,1.47E+05,147200,143600,143600,141500,146300,145600,1.48E+05,143400,141800,138700,138900,142100,142400,141900,140500,139500,141500,142300,142600,142800,139700,140500,138200,137200,138200,141600,144100,141500,1.43E+05,143800,143200,137100,134200,134800,136400,139400,145300,141700,1.38E+05,132100,138500,139200,1.40E+05,136400,135700,140200,143100,146500,1.47E+05,1.48E+05,149300,147300,154300,151900,151400,145100,149100,153700,155900,162300,163600,165800,163300,166200,1.68E+05,170600,175100,174600,179600,176500,177600,172800,173500,174300,173500,173900,180500,182400,185900,183300,184400,184500,184900,185600,1.88E+05,189200,193300,195300,196900,200800,201700,201700,202300,203600,208200,211800,2.14E+05,2.16E+05,218500,219900,2.27E+05,2.31E+05,237700,234200,232300,2.31E+05,232800,235900,238700,244900,246800,248900,
414,Bucks,Pennsylvania,74,299100,293700,277100,268500,269100,273800,278400,277100,278700,275200,268700,268700,2.64E+05,265900,263100,2.63E+05,259500,260700,2.62E+05,266600,262300,270400,272300,278900,283100,283500,278500,268700,271100,275300,285900,285600,287500,278500,271700,264500,268200,2.64E+05,263200,256900,258600,255800,2.56E+05,257600,263700,260300,259500,256500,265400,262400,2.62E+05,254600,250400,2.47E+05,248200,259100,265500,276600,276400,279800,275400,275900,273600,271300,273100,273900,270100,263200,261300,2.61E+05,265600,265400,262800,260500,262400,266700,268300,269900,270800,271200,271500,273900,275900,274900,274600,275100,274500,271700,270200,264800,268100,269100,274200,273200,268200,269900,268500,269500,268800,272400,2.71E+05,268700,265800,268300,276600,278600,283300,281600,283500,291200,293400,295700,290700,283900,283100,288500,294100,
1689,El Paso,Colorado,75,1.94E+05,191700,191900,191700,196600,193700,191600,184600,184700,180300,177300,171900,172800,170800,171500,1.71E+05,176100,183700,185300,183400,180500,183200,181300,1.79E+05,177400,177400,176500,174900,181600,1.86E+05,189800,186200,185600,186100,182600,181300,176300,174400,170200,167400,171900,173400,173200,172900,172100,175100,171400,171700,172700,176800,180700,183200,188200,187700,186400,185300,189200,189700,187100,185100,189500,193600,195200,195600,199100,200900,200300,197700,197700,1.97E+05,196900,191900,193800,193200,198600,201100,204100,205100,205700,2.05E+05,205800,206400,212400,213800,214200,212400,216500,217300,218100,2.15E+05,215900,2.17E+05,218600,2.21E+05,222700,2.26E+05,227100,228100,228800,229100,229700,231300,234700,2.38E+05,240100,245900,252200,2.54E+05,2.53E+05,250700,252800,251500,251300,250600,251900,256700,262500,267100
3236,Baltimore City,Maryland,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.80E+04,98500,100900,99900,103400,103400,102200,95300,92600,95100,96700,102800,108200,109900,98800,95200,95900,104100,97400,1.02E+05,104600,1.09E+05,93700,8.20E+04,79700,84800,90800,96200,95800,97500,94300,96400,96200,96300,97800,97800,98500,100300,90400,90200,91300,103300,108300,111400,113100,110900,107200,104800,110100,111200,111100,105100,100900,96400,93300,92600,98300,
80,Lee,Florida,77,213400,202600,192800,187700,179900,165900,154800,147200,138100,124100,112800,104600,97800,93600,87500,85500,8.50E+04,86400,88900,9.00E+04,90900,91400,9.20E+04,93500,93500,96400,97200,96400,92300,8.90E+04,87200,86800,87800,90500,9.10E+04,93800,92700,97600,99300,1.06E+05,1.07E+05,106800,103700,102900,102500,104300,107900,111500,115900,122800,125500,127300,124200,124800,1.25E+05,126600,130700,131600,132400,131800,133500,140100,146500,153300,151300,149800,147300,148500,149200,149700,150600,153300,155500,1.56E+05,156700,158400,160700,162100,162500,1.64E+05,166300,168500,169300,169500,172400,175900,182300,182900,183700,180700,183800,185700,187100,188800,191200,194700,190600,191400,191100,196200,196100,198200,199400,201500,203700,208200,2.14E+05,214300,211800,210100,207900,207600,206300,210200,2.14E+05,213300,2.08E+05,
201,Kent,Michigan,78,122500,115600,116100,111400,110800,1.10E+05,107200,104400,101800,96300,93300,8.70E+04,85200,78500,75900,73600,8.00E+04,85100,89900,91200,9.20E+04,95200,96900,95300,95500,96600,98400,96400,90600,85900,84700,82900,84900,88200,94300,95100,89200,84100,82400,8.60E+04,9.00E+04,94600,91100,89200,88200,96200,97700,93200,89800,89500,97500,99700,1.02E+05,1.01E+05,96300,98100,98800,106900,108600,110400,1.11E+05,115200,116500,117200,114600,119800,121100,122900,119700,120200,120700,1.22E+05,123100,123900,126100,127700,130100,130600,131500,130900,130500,130800,133700,134500,1.35E+05,136100,136100,136900,137900,139900,139900,140200,137800,139700,1.41E+05,147300,147300,147400,146600,147900,148700,148900,150400,152100,154400,1.60E+05,163500,165500,166300,1.67E+05,169600,168300,165700,164900,1.64E+05,165800,167300,
285,Polk,Florida,79,160500,159800,153400,154700,152300,147900,137300,132200,127800,124600,118300,113500,1.07E+05,100800,97900,98100,100900,99300,97700,9.60E+04,97200,96400,95100,95900,94900,95500,93400,94900,92500,88400,85500,84600,83600,82800,82100,8.40E+04,8.40E+04,85200,86700,87400,86100,84700,83800,86100,8.60E+04,87800,86500,86800,86100,87400,88800,9.30E+04,94800,93300,87900,8.70E+04,91600,98300,101600,102900,99300,102700,103200,107800,106200,108100,108900,109400,110600,112400,112700,115500,115500,116300,113700,1.16E+05,116600,118200,117500,119100,119100,120300,117800,1.19E+05,120300,1.24E+05,125300,125300,126100,124800,126600,1.27E+05,127900,127600,129500,137600,139400,141400,136700,138300,139600,141100,143500,148200,157600,162200,164400,169100,171200,1.69E+05,159900,159100,157800,155900,1.53E+05,154400,157400,158600
3289,District of Columbia,District of Columbia,80,397600,395600,394400,3.94E+05,3.98E+05,390700,391500,379800,379900,370800,373500,369800,370600,368900,365400,369200,362500,3.63E+05,358800,353700,354600,3.47E+05,362500,351100,344400,333100,3.43E+05,345100,346100,362800,3.82E+05,382400,378500,386800,407400,392800,378300,3.56E+05,357500,360900,356500,362300,365900,370200,364600,365900,371600,373500,3.61E+05,356600,371100,383500,397200,398700,406400,411500,4.13E+05,421600,431500,445700,439800,439400,431600,4.33E+05,429200,431900,445100,446500,450900,446100,452500,449800,454500,454100,462600,466600,474300,4.76E+05,472100,473200,474700,476300,480100,478400,487700,491600,499400,506200,504900,504700,499700,498300,496300,498900,496700,505400,5.03E+05,506400,505700,505900,512900,516700,519800,526800,530900,534900,539800,536400,543100,531900,529700,528700,537700,531200,523700,518400,514600,
989,Denver,Colorado,81,192800,188400,180200,171400,170700,176100,175300,172200,163600,158200,147500,145100,147100,157500,164800,1.74E+05,180300,188100,190300,196900,201200,2.02E+05,197200,204600,202200,200400,190300,194400,203400,204700,206200,207800,210200,214300,208700,209600,201500,203200,2.02E+05,2.07E+05,206600,206900,2.06E+05,209200,211300,214400,2.15E+05,211600,211300,210800,217500,228800,238500,245700,247700,250400,257400,259300,257400,252500,249900,256200,259200,262600,261800,264600,268900,276300,273300,266100,260800,261900,264800,261600,265600,268700,273400,273100,274800,278500,282600,288600,292100,299400,304600,308500,308300,307900,307900,308600,309900,315100,321800,327200,336900,338200,340100,335700,3.36E+05,338500,344900,352800,359100,360400,364100,3.73E+05,373700,372200,364300,366800,365800,369500,3.69E+05,380600,387100,399100,399600,404500
659,Ocean,New Jersey,82,282900,280200,278700,267600,265500,254100,250700,244100,241600,239400,243300,251700,254400,249500,246500,244600,242600,235800,233500,232600,2.32E+05,228600,233500,236900,243200,2.37E+05,237300,233700,234300,2.25E+05,219200,215600,2.18E+05,224300,2.26E+05,235500,2.34E+05,233500,224100,222200,2.24E+05,215500,208500,2.02E+05,201100,199900,1.99E+05,203400,204200,206500,215600,216700,216100,199900,195400,196200,2.03E+05,195600,186400,1.85E+05,192900,198600,195100,194800,195200,202800,208600,210500,210400,211900,212600,211300,216800,215500,216200,211600,2.15E+05,216400,209700,208900,211200,218700,225900,225900,226800,221500,226600,228100,229500,221200,219200,221400,224500,225700,225800,226300,228800,229800,234100,234100,232600,2.31E+05,231300,231700,230100,232200,230700,2.35E+05,235800,244200,250700,248400,241100,233200,233200,236900,238600,
2127,Arapahoe,Colorado,83,181800,172200,1.73E+05,172500,177500,181200,179300,180800,179100,176700,172100,1.68E+05,166900,167500,167200,175700,178100,186600,183300,186600,185300,188300,188700,186300,188400,188100,190600,186800,185700,187200,185100,183300,182300,183700,184800,172800,169900,162600,1.70E+05,169400,174100,174500,175800,176600,178700,178100,180100,176400,179200,1.82E+05,1.90E+05,197500,202600,206500,2.08E+05,211600,214900,214700,214200,211600,214600,2.17E+05,220800,223400,224700,227300,227900,228600,227600,227200,226600,227800,229900,232100,233700,233900,2.35E+05,237200,240300,240200,242700,245300,249700,252400,253200,254300,255700,2.61E+05,263300,264900,263700,266700,270600,274900,280600,282600,287700,286500,290600,289500,293200,294100,298400,302100,305300,308800,3.19E+05,325300,3.29E+05,321300,318500,320400,323700,325200,324800,329500,333100,336100
1558,Bristol,Massachusetts,84,257100,259400,2.51E+05,251100,240400,232600,229800,236900,238100,234300,223200,227100,230400,234200,228400,2.27E+05,223200,224100,220400,230400,2.31E+05,236200,234600,237600,234700,232200,225500,226900,221700,2.25E+05,222200,2.29E+05,227500,230100,2.14E+05,215700,210200,214700,207500,212200,212700,213300,212900,222800,226100,222300,212700,211600,208100,211100,208600,216600,214600,215700,2.08E+05,212500,221600,228300,225600,217700,218200,224800,227500,227800,226800,229700,228600,228200,228300,233900,225800,227300,219800,231200,234900,243600,242300,236900,235900,235200,2.36E+05,235500,236200,240500,241300,2.41E+05,237100,236200,238800,243300,247700,249400,249500,246700,248100,249100,249900,249800,251500,255700,257100,258300,259600,262900,269100,269800,268900,265200,261600,266800,268800,275900,273400,269200,269400,274600,2.84E+05,
1556,Brevard,Florida,85,175300,163400,157200,152100,153600,1.48E+05,143900,138200,1.34E+05,127500,125200,126300,124500,119300,114700,115200,116800,115200,115700,113400,117200,118100,122200,120900,1.18E+05,1.13E+05,106600,106800,100700,98700,91800,91500,92100,97400,100900,98500,95400,95100,9.60E+04,99600,96800,98800,97900,1.00E+05,100200,100100,102600,1.06E+05,1.09E+05,109300,1.06E+05,104800,105500,108300,108700,115100,1.19E+05,119900,113700,108600,108700,111800,115100,115900,114500,114200,113600,113500,1.19E+05,122100,1.24E+05,119100,119300,119600,119500,1.20E+05,123200,126200,128600,127900,1.29E+05,128200,1.34E+05,137600,140500,138600,140600,144200,144100,143600,143200,149300,1.52E+05,153900,1.52E+05,155300,156300,157300,1.55E+05,1.56E+05,1.59E+05,162900,167100,168900,170500,171400,176400,181600,185200,1.82E+05,179400,179500,185100,187200,187300,182100,182800,
1404,Summit,Ohio,86,108500,106500,93600,97500,94500,9.50E+04,91200,88100,84900,77100,67400,63900,60400,67700,6.90E+04,75400,80800,83100,90500,91300,98400,9.50E+04,9.50E+04,102500,105500,113400,102800,106500,93400,9.70E+04,89300,94900,95900,100900,90900,82700,71100,75600,79200,86800,85800,7.90E+04,76600,77900,81800,8.40E+04,81600,82700,84500,9.50E+04,99800,101800,100600,100800,99100,95700,102900,104600,113100,109900,113300,109300,108200,108200,109900,107800,105100,103300,103700,100200,101200,108600,114100,1.21E+05,114400,116400,111100,112600,113100,112400,1.15E+05,113300,106300,104400,102400,108500,103900,1.05E+05,105500,109100,107900,1.07E+05,103200,104500,104900,108400,110700,113700,1.15E+05,114200,112200,110700,113400,1.17E+05,1.20E+05,113600,116900,128400,134700,136800,125400,1.27E+05,119600,122300,117800,120400,123300,
3152,Anne Arundel,Maryland,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,269700,262200,278300,282700,292800,2.84E+05,272200,285600,292700,304500,291400,2.74E+05,267600,2.60E+05,265300,265700,267800,273900,274400,276700,273100,275500,276500,276700,278100,282200,282400,291500,2.91E+05,295800,286800,288200,287500,287400,289900,2.94E+05,295700,295400,2.94E+05,2.98E+05,297800,307600,309700,3.10E+05,302500,303400,299100,2.97E+05,295800,2.97E+05,299900,298900,298500,296700,295600,297500,295200,296400,295100,293400,293200,292700,295400,290700,292300,291900,292100,290500,293700,295200,298100,296900,297800,299400,293400,295700,294900,298900,290700,289900,294900,301800,304600,301400,3.09E+05,306900,305600,295200,295600,303800,
2734,Jefferson,Colorado,88,225700,218700,217300,215700,222400,224400,222900,219700,217900,213200,206700,206200,2.09E+05,208200,206200,2.08E+05,214300,219600,219800,220900,219200,219500,217600,221200,223100,223600,221100,219200,222900,225900,230400,225100,224900,220600,219900,221300,218700,216800,204300,204500,2.07E+05,216600,221600,226100,225400,226100,223400,222900,215600,219500,2.22E+05,231800,233300,238700,242200,244800,244700,241900,239900,237900,239100,2.42E+05,2.44E+05,248400,2.51E+05,253300,254500,256300,258400,258600,260300,2.61E+05,263300,262700,260200,261200,264200,269800,272400,273400,276900,275900,285500,289700,296100,2.94E+05,295200,298300,300300,304500,3.06E+05,308300,311300,317100,321900,333600,340900,345200,343400,343300,346800,349500,354500,362100,365900,3.70E+05,374700,377300,371900,366800,362500,367500,368800,374600,3.78E+05,380200,380900,386200
3069,Washington,Oregon,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287300,286400,286200,289100,291300,294900,296700,298900,302400,306400,311800,314100,319700,324300,3.26E+05,331500,330200,331700,331400,334500,340700,345200,362700,375300,3.75E+05,364300,355100,3.56E+05,357400,361800,365400,370700,373700,380800
2776,Lancaster,Pennsylvania,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168700,167800,167600,166600,168500,169200,169600,170200,172700,174200,178300,177800,178600,175900,176400,176600,173600,1.72E+05,171200,174700,175700,175400,175900,177300,181400,181700,182400,179700,181500,181600,183300
322,Utah,Utah,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207300,210900,211700,218400,218400,220800,216900,217200,215800,215700,218900,2.21E+05,221400,220800,223900,2.30E+05,231900,231200,227600,232800,235700,233300,232500,235300,243100,243100,242600,242200,246100,247800,251100,251200,253300,254700,255800,253500,255800,258200,260200,259300,264900,266200,267800,260900,261100,2.63E+05,269300,275300,276100,270700,267200,267400,275200,278600,,,
197,Kane,Illinois,92,239500,238300,222200,212200,209100,213500,219100,210300,203700,200500,200400,207500,197900,1.99E+05,183700,185500,180200,186100,187400,186800,184600,183600,179500,175700,173700,174400,1.70E+05,165900,163900,1.69E+05,169700,174800,164900,159600,151300,154200,148300,145900,141700,146500,153900,1.62E+05,161800,152300,144100,142100,141300,143700,140200,146600,147600,148800,143400,142500,148400,1.48E+05,144100,139400,1.41E+05,146800,150600,154700,157500,161600,165300,167900,174700,179900,185500,187800,188600,192100,188800,189900,181400,185200,188700,202100,204400,195400,190200,187400,198700,213600,221300,220800,207600,201400,201200,201500,201100,194500,187600,1.89E+05,188200,196300,197500,205100,207700,208400,204500,203800,202300,207400,209400,212600,213400,215900,219400,223900,220200,219100,213300,212800,2.13E+05,2.13E+05,211600,
1349,Ramsey,Minnesota,93,206100,200600,199500,190500,187300,187200,192500,196800,192600,189200,1.82E+05,176900,170100,166600,165800,1.65E+05,166200,167500,168800,169700,169400,167300,164200,157900,159600,1.59E+05,161400,160400,161700,156500,151900,150900,1.56E+05,158400,154400,148600,141700,1.35E+05,134300,136900,138400,137700,135900,138200,140300,1.39E+05,136900,131700,128700,126900,131300,137100,144300,1.45E+05,146600,148800,150600,155900,156900,163700,164800,166700,165900,167800,172100,175500,177100,181500,181700,178200,173600,174600,183800,1.85E+05,184600,181500,179800,179900,178900,183700,187600,189500,189900,189200,190200,190300,192200,192600,1.93E+05,191200,191200,189400,189500,190600,1.93E+05,193400,194200,194200,197200,196600,197700,199700,203300,2.05E+05,204400,200600,2.03E+05,202200,206700,201900,206300,210800,2.17E+05,217400,213500,216900,2.18E+05,
1964,Passaic,New Jersey,94,371300,374800,365600,351200,335600,333300,325700,322800,314800,3.13E+05,303300,293400,291800,285900,290700,279700,287400,284600,290800,286800,293100,294700,293100,278900,280600,287900,289100,283900,2.77E+05,282100,2.74E+05,268900,263400,265300,273200,269200,266600,260400,263700,264300,260400,264200,265100,265800,257600,254100,251600,2.53E+05,252200,250900,249300,2.46E+05,245700,248400,251100,256900,256200,253800,246600,254800,257800,263400,2.60E+05,2.63E+05,262900,260400,262400,263700,264100,267700,279900,281400,2.85E+05,267800,263800,259900,260300,256800,252500,256800,263200,264600,268800,264500,263400,256200,252800,256600,2.61E+05,271100,272800,2.72E+05,273800,271700,272900,271500,276600,283500,284900,280600,275200,275400,2.78E+05,274500,267200,262900,266300,268400,274400,273100,271500,266900,268500,273200,277300,268800,268200,
1611,Chester,Pennsylvania,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284400,280700,283500,288400,290500,294500,288600,286900,287300,2.88E+05,289600,287700,291400,282100,282500,290700,299300,296900,289600,289800,294700,294900,292100,291900,293400,296900,288800,285300,286800,297900,300500,301400,295100,298200,295700,299200,292500,294800,297800,301900,2.98E+05,293600,295300,299500,301400,298600,301200,300600,307900,297200,300600,299800,307100,312500,311100,316400,311600,311400,326400,332900,
2537,Sedgwick,Kansas,96,116700,119900,121800,124300,126900,128400,127300,126400,126600,128600,127200,125200,121200,122300,120300,123200,1.23E+05,1.25E+05,122600,122700,120700,1.20E+05,121700,122400,125100,123600,124500,123600,121400,123400,124400,128100,129300,130700,129900,122100,120300,120900,123900,124800,124100,127500,127500,131500,130100,131500,123600,127500,124900,129100,124400,126400,127300,130600,130100,132500,133500,137500,132900,128600,124900,125700,1.27E+05,129300,130300,134300,132200,1.31E+05,127700,126900,129400,130400,132600,130800,1.30E+05,128500,1.30E+05,130100,130900,135600,1.37E+05,138800,135400,138100,137300,138200,1.38E+05,139400,138200,1.38E+05,138300,139300,138600,139300,138400,1.37E+05,134200,135900,137500,141200,141800,142900,143900,146500,147300,150100,148500,147900,143300,142800,142400,146300,146300,1.51E+05,150900,1.53E+05,151700,
2482,Plymouth,Massachusetts,97,301900,303100,305600,294900,276100,273300,277100,285100,273200,263600,245500,2.40E+05,246200,258600,265500,261100,2.56E+05,263400,264700,267700,258900,2.59E+05,2.59E+05,265100,272800,281200,280300,276600,269800,269800,266300,273300,2.78E+05,272300,269200,260800,2.63E+05,263300,267100,271300,268500,270500,271500,271200,267500,260900,250500,244700,244400,258900,270300,274500,271800,265200,266400,259200,254800,252900,2.47E+05,258900,268500,281300,278200,277800,281100,289200,2.95E+05,294500,282800,2.71E+05,273800,284500,298700,298900,306400,303500,301800,293800,290100,289400,287400,288100,2.89E+05,292300,291500,299300,301200,305100,298100,297900,296700,299100,300600,304400,302700,302400,301900,321500,322100,324300,308500,307400,309300,318600,322600,319100,314100,312800,313400,3.25E+05,334900,342400,331200,325700,326500,335400,338300,
2063,Volusia,Florida,98,171300,1.69E+05,169100,164700,1.59E+05,153900,153100,1.48E+05,147800,137300,134900,128100,125400,122300,119700,123300,1.23E+05,124200,123700,124300,118700,116700,111500,109700,105700,107700,1.06E+05,107300,105600,105600,1.05E+05,104500,104700,98200,9.60E+04,96600,9.70E+04,92600,9.30E+04,95500,97900,96900,98200,9.90E+04,96700,92500,88500,88400,93800,105500,111600,114500,112600,108200,103700,101700,105900,108700,110700,1.12E+05,114200,114400,115500,122300,122800,124400,123600,1.26E+05,1.26E+05,122800,122100,124500,124200,124600,123100,124200,124900,124800,125900,125700,126900,126700,126500,127800,128700,133900,135400,137900,137900,138100,138500,139700,139600,141200,143600,146300,149700,150400,151900,150500,153300,156700,159200,164100,166500,166200,165200,164600,167100,166300,166600,169400,171200,172300,173500,174900,177500,
